rown	id	name	doc_topic	pContent	maxProb
75	a75	기후변화정책포럼 2016	3	장 포럼 개요 포럼 목적 포럼 구성 포럼 운영 장 포럼 발표 자료 토론 내용 1차 기후 변화 정책 포럼 2차 기후 변화 정책 포럼 3차 기후 변화 정책 포럼 4차 기후 변화 정책 포럼 5차 기후 변화 정책 포럼 6차 기후 변화 정책 포럼 7차 장 포럼 주요 논의 결과 기후 변화 대응 체계 국가 온실가스 감축 로드맵 배출권 거래제 지방 정부 기후 변화 대응 기후 변화 적응 	0.528811396668416
76	a76	농촌지역 환경복지 증진을 위한 가축매몰지 피해 관리방안 연구	3	장 서론 연구 필요 목적 연구 체계 방법 장 농촌 지역 환경 복지 농촌 지역 특수 농촌 지역 지속 가능 발전 환경 복지 지속 가능 발전 농촌 지역 환경 복지 농촌 지역 환경 복지 미치다 영향 환경 복지 증진 위하다 관리 제도 개선 필요 3장 발생 관리 현황 발생 현황 관리 현황 4장 영향 피해 영향 관련 피해 사례 분석 5장 영향 피해 인식 조사 인식 조사 위하다 설문 개관 이해 관계자 영향 피해 인식 장 환경 복지 관점 가축 매몰 피해 분석 환경 질 부문 환경 서비스 부문 환경 안전 부문 참여 공개 소통 부문 장 결론 참고 문헌 부록 설문 조사지 일반 국민 피해 영향 인식 조사 설문지 지역 주민 피해 영향 인식 조사 설문지 축주 피해 영향 인식 조사 설문지 관리 자용 피해 영향 인식 조사 설문지 	0.756247551475767
77	a77	아태지역 녹색경제 이행과 메콩유역 농업부문 융합혁신 전략 연구	1	1장 서다 론 연구 배경 목적 연구 구성 내용 장 아태 지역 녹색 경제 이행 물 에너지 농산업 부문 목표 녹색 경제 아태 지역 녹색 경제 전환 정책 동향 녹색 경제 이행 재원 개발 기후 금융 3장 메콩 유역 농산업 부문 녹색 경제 이행 여건 메콩 지역 국 거시 경제 농업 현황 메콩 지역 국 농산업 발전 정책 현황 메콩 국 농업 가치 사슬 스마트 농업 수요 녹색 경제 전환 위하다 농업 부문 융합 혁신 정책 제언 장 요약 정책 제언 요약 정책 제언 참고 문헌 부 록 부록 지속 가능 발전 목표 세부 이행 과제 부록 융합 혁신 사례 	0.998686582194672
78	a78	자연혜택 평가를 통한 지역경제 활성화 방안(Ⅰ)	1	장 서론 연구 배경 목적 연구 주요 내용 지역 지속 가능 발전 위하다 자연 혜택 평가 생태 서비스 지역 내총 생산 나 지역 토지 이용 유형 생태 서비스 생태 서비스 복지 관계 대하다 주민 인식 생태 서비스 농촌 지역 가구 자산 말다 생태 서비스 개발 사업 장 연안 지역 자연 혜택 평가 기법 연안 생태 제공 자연 혜택 평가 연안 생태 서비스 정의 나 연안 생태 서비스 평가 모델 적용 사례 연안 생태 서비스 평가 모델 국내 적용 평가 기반 자연 혜택 평가 기법 구축 가다 식량 공급 나 영세 어업 기회 자연 생산 묻다 탄소 저장 말다 연안 보호 바 생계 경제 사다 관광 여 장소 깨끗하다 물 차 생물 다양 장 자연 혜택 평가 기법 시범 적용 가로림만 사례 가로림만 자연 혜택 관리 현황 가다 가로림만 주변 지역 행정 구역 인구 변동 나 가로림만 개발 역사 해만 개척 임하다 산업단지 가로림만 자연 혜택 관리 해양 건강 평가 위하다 설문 구성 조사 범위 해양 건강 지수 시범 적용 가다 식량 공급 나 탄소 저장 생계 경제 관광 여 말다 깨끗하다 물 바 생물 다양 시범 적용 종합 분석 시사점 가다 식량 공급 나 탄소 저장 생계 경제 관광 여 말다 깨끗하다 물 바 생물 다양 장 자연 혜택 평가 갈등 관리 정책 활용 방안 자연 혜택 평가 정책 활용 이해 적용 가다 자연 혜택 평가 정책 활용 이해 나 자연 혜택 평가 이행 단계 자연 혜택 평가 활용 사례 환경 갈등 관리 중심 가다 환경 갈등 의미 진단 나 환경 갈등 원인 유형 자연 혜택 평가 활용 사례 연안 환경 갈등 관리 자연 혜택 평가 활용 방안 가로림만 사례 가다 연안 환경 갈등 속성 유형 나 가로림만 환경 갈등 진화 과정 분석 가로림만 갈등 관리 수단 자연 혜택 평가 활용 장 결론 제언 결론 국내 적용 위하다 정책 시사점 참고 문헌 	0.999510297465076
79	a79	신기후체제 협상 대응 및 기후서비스 산업 발전 방안 연구	2	장 서론 연구 필요 목적 연구 방향 연구 수행 방법 2장 기후 체제 출범 신기 후 체제 배경 특징 신기 후 체제 위하다 파리 협정 주요 내용 신기 후 체제 출범 장 산업 관련 신기 후 체제 주요 이슈 신기 후 체제 산업 미치다 영향 국제 탄소 메커니즘 적응 4장 기후 체제 대응 위하다 산업 기후 변화 정보 활용 현황 분석 기후 변화 정보 필요 기후 변화 정보 개요 국내 산업 기후 변화 정보 활용 현황 조사 결과 5장 기후 체제 대응 기후 서비스 발전 방안 마련 위하다 정책 시사점 기후 서비스 필요 기후 서비스 해외 사례 우리 나라 현황 정책 시사점 참고 문헌 부 록 부록 21차 당사국 총회 결정 문 부록 국내 산업 기후 변화 정보 활용 현황 조사 응답 기업 명단 부록 국내 산업 기후 변화 정보 활용 현황 조사 상세 결과 부록 국내 산업 기후 변화 정보 활용 현황 조사 설문지 	0.59487609963175
80	a80	물이용 지속성의 평가와 미래 전망	1	장 서론 연구 필요 연구 목적 장 물 이용 관련 국내 계획 지표 평가 체계 검토 국내 물 이용 관련 계획 평가 국외 물 이용 평가 체계 장 물 이용 지속 지표 체계 평가 방법 수립 물 이용 지속 개념 연구 범위 지표 체계 방법 검토 선정 지표 평가 방법 장 지표 체계 기반 물 이용 지속 평가 결과 지표 통하다 과거 성과 평가 미래 전망 대표 지역 현재 미래 지표 결과 방사형 분석 주제 분석 물 이용 지속 평가 미래 전망 장 결론 정책 제언 결론 정책 제언 참고 문헌 부 록 부록 물 이용 지속 관련 지표 체계 부록 물 이용 지표 체계 국가 계획 연관 구조 부록 주제 미래 전망 평가 결과 	0.998624901745969
81	a81	기후변화 적응정책 지원을 위한 토지이용통합모델 개발(Ⅱ)	3	1장 서다 론 연구 배경 목적 연구 주요 내용 범위 장 연구 방법 시나리오 개발 가다 보수 시나리오 나 낙관 시나리오 토지 이용 토지 피복 변화 모델 가다 보수 시나리오 연계 미래 면 전망 면 공간 배분 나 낙관 시나리오 연계 미래 면 전망 면 공간 배분 장 모델 적용 결과 보수 시나리오 적용 결과 낙관 시나리오 용결 장 정책 활용 폭염 해수면 상승 전망 폭염 해수면 상승 인하다 토지 이용 영향 장 결 참고 문헌 부 록 부적응 시나리오 지자체 총인구 변동 인구 피라미드 적응 시나리오 지자체 총인구 변동 인구 피라미드 	0.527618000142975
82	a82	대도시 지역의 극한 홍수로 인한 복합영향 메커니즘 분석	1	장 서론 연구 배경 필요 연구 범위 내용 선행 연구 분석 2장 극하다 홍수 복합 영향 분석 극하다 홍수 개념 극하다 홍수 사례 분석 가다 미국 카트리나 나 일본 시 텍스트 마이닝 기법 이용 주요 극하다 홍수 의하다 복합 영향 분석 장 시스템 분석 통하다 극한 홍수 복합 영향 인과 지도 작성 시스템 분석 개요 워크숍 통하다 정보 공유 인과 지도 작성 시스템 분석 결과 정책 제안 4장 극하다 홍수 대하다 의사 결정 네트워크 분석 홍수 대응 체계 관련 법령 홍수 대응 관련 기관 역할 극하다 홍수 대응 의사 결정 체계 매뉴얼 의사 결정 체계 사례 분석 장 결론 시사점 결론 정책 	0.998624901621372
83	a83	미래환경이슈 대응을 위한 환경정책과제 개발과 환경거버넌스 발전 연구	1	장 포럼 개요 추진 배경 목적 주요 연구 내용 방법 보고서 구성 장 회의 주요 논의 내용 20대 국회 환경 부문 쟁점 과제 심포지엄 1차 지진 환경 안전 정책 포럼 1차 환경 거버넌스 미래 포럼 환경 행정 거버넌스 2차 환경 거버넌스 미래 포럼 기후 변화 환경 위하다 성과 국민 건강 3차 환경 거버넌스 미래 포럼 환경 재정 세제 환경 위하다 성과 국민 건강 장 주요 환경 환경 위하다 성과 국민 건강 환경 행정 거버넌스 기후 변화 환경 재정 세제 지진 예측 대응 체계 장 정책 과제 제안 환경 위하다 성과 국민 건강 환경 행정 거버넌스 기후 변화 환경 재정 세제 지진 예측 대응 체계 부록 포럼 발제 자료 20대 국회 환경 부문 쟁점 과제 심포지엄 세션 20대 국회 환경 부문 쟁점 과제 심포지엄 세션 20대 국회 환경 부문 쟁점 과제 심포지엄 세션 1차 지진 환경 안전 정책 포럼 1차 환경 거버넌스 미래 포럼 환경 행정 거버넌스 2차 환경 거버넌스 미래 포럼 기후 변화 환경 위하다 성과 국민 건강 3차 환경 거버넌스 미래 포럼 환경 재정 세제 환경 위하다 성과 국민 건강 	0.999295174055075
84	a84	비도시지역 주거-공장 혼재형 난개발 평가기준 개발 및 활용방안 마련	2	장 서론 연구 필요 목적 연구 범위 연구 내용 수행 체계 장 선행 연구 도시 지역 내 공장 난개발 관련 연구 공장 난개발 지수 관련 연구 장 국내 계획 관리 지역 내 개발 행위 개별 공장 등록 통계 분석 시 군 인구 계획 관리 지역 면적 변화 시 군 개발 행위 허가 개별 공장 등록 통계 분석 소결 장 공장 주거 혼합형 난개발 우려 지역 선정 공장 주거 혼합형 난개발 우려 지역 선정 지리 정보 데이터 구축 대상지 토지 이용 특성 장 공장 주거 혼재 지수 산정 예시 공장 주거 혼재 지수 산정 방법 장 결론 정책 제언 결론 정책 제언 부록 용도지역 지구 표준 분류 체계 건축물대장 세움터 데이터베이스 구조 건축물대장 테이블 구조 새움터 자료 토지 이용 정보 코드 시 군 계획 관리 지역 면적 시 군 개발 행위 허가 건수 	0.998875697987261
85	a85	온실가스 감축-기후변화 적응 연계전략 수립	3	장 서론 연구 배경 연구 필요 목적 장 감축 적응 연계 논의 기후 변화 정책 방향 변화 감축 적응 특징 감축 적응 연계 가능 필요 장 감축 적응 연계 전략 개요 사회 기반 제도 측면 사업 측면 장 부문 세부 전략 국내 기후 변화 대응 정책 연계 활성 방안 전통 지식 활용 방 장 감축 적응 연계 모형 개발 전략 개요 기존 모형 비교 분석 모형 개발 고려 요소 기존 모형 연계 가능 검토 국내 모형 개발 전략 장 결론 참고 문헌 	0.998282012990596
86	a86	미래환경 전망 및 지속가능사회 비전설정 기반 구축	1	보고서 구성 1부 다가오다 미래 대하다 준비 1장 서다 론 미래 연구 정의 미래 연구 목적 연구 필요 배경 장 미래 환경 지표 연구 현황 방법 분석 주요 미래 환경 지표 연구 주요 미래 환경 지표 설정 전망 방법 장 미래 환경 주요 지표 선정 결과 분석 사회 경제 분야 주요 지표 환경 분야 주요 지표 미래 환경 주요 지표 방법 장 시사점 2부 원 미래 대하다 준비 1장 서다 론 연구 배경 목적 선행 연구 연구 구성 장 국내 추진 현황 환경 분야 미래 비전 수립 연구 현황 기술 예측 현황 과학기술정책 시민 참여 현황 소결 장 국외 선행 사례 독일 일본 미래 수요 다이얼로그 장 시사점 제안 사항 시사점 한국 미래 비전 설정 방법 제안 참고 문헌 	0.998819015536106
87	a87	환경ㆍ경제 통합분석을 위한 환경가치 종합연구	2	장 서론 연구 배경 목적 연구 방법 연구 범위 장 생태 가치 평가 연구 배경 목적 선행 연구 검토 생태 유형 분류 탄소 흡수 저장 기능 가치 평가 중 장기 연구 로드맵 장 건강 영향 가치 평가 연구 배경 목적 선행 연구 검토 건강 영향 가치 중 장기 연구 로드맵 장 대기 환경 영향 평가 연구 배경 목적 선행 연구 검토 초미세 먼지 건강 영향 평가 중 장기 연구 로드맵 장 물 환경 영향 평가 연구 배경 목적 선행 연구 검토 수질 가치 평가 주요 방법론 중 장기 연구 로드맵 장 소음 영향 평가 연구 배경 목적 선행 연구 검토 소음 저감 가치 평가 중 장기 연구 로드맵 장 화학 물질 영향 평가 연구 배경 목적 선행 연구 검토 화학 물질 건강 영향 평가 중 장기 연구 로드맵 장 결론 연구 결과 요약 향후 연구 계획 참고 문헌 부록 환경 소음 대하다 인식 태도 조사 	0.685687542110073
88	a88	환경평가 지원을 위한 지역 환경현황 분석 시스템 구축 및 운영 : 개발계획에 따른 인구변화 패턴 분석	2	1장 서다 론 연구 필요 목적 연구 범위 연구 내용 수행 체계 장 연구 방법론 산업단지 인근 지역 인구학 구성 변화 지리 정보 서비스 활용 평가서 작성 예시 3장 산업단지 조성 인하다 인근 지역 인구 변화 현황 지역 차이 고려 않다 인구 변화 현황 가다 인구학 구성 변화 나 산업 구조 변화 지역 차이 고려 인구 변화 인구학 구성 변화 나 산업 구조 변화 장 평가서 현황 분석 작성 예시 사업 개요 평가서 사회 경제 환경 부문 작성 예시 조사 항목 나 조사 범위 조사 방법 조사 결과 장 결론 향후 연구 보다 연구 요약 향후 연구 참고 문헌 	0.727154934076132
89	a89	나노폐기물의 안전처리를 위한 관리전략 수립 연구	2	1장 서다 론 연구 목적 연구 배경 필요 연구 목표 범위 장 나노 폐기물 정의 범위 나노 물질 정의 나노 폐기물 정의 세계 나노 물질 유통 현황 나노 폐기물 대상 범위 나노 폐기물 환경 위하다 성 평가 관하다 연구 장 해외 나노 폐기물 관리 규제 동향 프랑스 개요 나 등록 대상 물질 나노 물질 생애 주기 대하다 연구 미국 일본 가다 제정 배경 나 관리 주체 대책 장 나노 폐기물 처리 현황 문제점 분석 나노 폐기물 주요 배 출원 노출 경로 나노 폐기물 주요 배 출원 소각 시설 들어오다 유입 원 나 나노 폐기물 노출 경로 폐기 이후 단계 흐름 파악 통하다 문제점 분석 가다 소각 시설 유입 배출 등 나노 물질 흐름 추정 나 소각재 내 나노 물질 분석 결과 해외 시설 사례 비교 분석 통하다 나노 폐기물 적정 처리 가능 분석 가다 나노 물질 함유 폐기물 소각 시설 개요 나 입자 오염 물질 제어 기술 현황 입자 오염 물질 처리 공정 나노 입자 제거 가능 검토 장 나노 폐기물 안전 처리 위하다 관리 전략 나노 폐기물 안전 처리 위하다 추진 과제 도출 가다 폐기물 처리 단계 나노 물질 모니터 나 나노 폐기물 기초 기술 개발 나노 폐기물 위하다 성 평가 상황 나노 폐기물 안전 처리 위하다 관리 전략 제안 장 종합 제언 참고 문헌 부록 부록 소각재 시료 사진 부록 설문 조사 결과 	0.999338933394389
90	a90	가뭄 단계에 따른 적응형 가뭄관리정책 연구 : 지역 차원의 비구조적 가뭄대책을 중심으로	2	1장 서다 론 연구 배경 목적 연구 내용 방법 장 2015년 충남 서북 부 지역 가뭄 대응 사례 2015년 충남 서북 부 지역 가뭄 원인 가뭄 진행 따르다 충청남도 가뭄 대책 중앙 지방 정부 가뭄 대책 장 가뭄 씨 체수 자원 활용 검토 수자원 확보 필요 해수 담수화 활용 한계 중수도 빗물 이용 활용 한계 수재 이용 활용 한계 소결 장 가뭄 씨 수요 관리 대책 활용 검토 수요 관리 대책 중요 국내 수요 관리 정책 해외 수요 관리 정책 수요 관리 통하다 물 절약 효과 소결 장 생활용수 부족 위기 대응 수단 검토 생활용수 부족 위기 대비 능력 생활용수 부족 상황 대응 능력 소결 장 결론 정책 제언 참고 문헌 	0.998742966715117
91	a91	기후변화에 따른 건강영향 평가ㆍ적응 기술 및 정책지원 시스템 개발(I-IV)	3	연구 개발 목적 필요 최근 선진 국가 중심 기후 변화 대하다 적응 계획 수립 정책 효과 정량 평가 작업 진행 있다 우리 나라 예외 건강 영향 부문 구체 현실 적응 정책 수립 수 있다 정책 입안자 집행자 실질 의사 결정 수단 제공 것 시급하다 실정 이 위하다 기후 변화 건강 영향 대하다 평가 예측 정책 지원 위하다 시스템 기술 필요 보다 건강 영향 평가 적응 기술 개발 연구 단 기후 변화 따르다 건강 부문 적응 위하다 계획 정책 수립 뒷받침 수 있다 실용 기술 인프라 수단 기후 변화 건강 영향 정책 지원 시스템 제공 것 목적 하다 이 보다 총괄 연구 기상이변 폭염 한파 태풍 호우 오존 자외선 인하다 건강 영향 예측 평가 기술 개발 이 대하다 적응 기술 수집 개발 이 정책 지원 시스템 구축 효과 효율 기후 변화 적응 이행 도모 않다 연구 개발 내용 범위 보다 연구 내용 범위 다음 구분 수 있다 기후 변화 따르다 폭염 한파 기상 재해 태풍 호우 인하다 건강 영향 평가 기상이변 건강 영향 평가 모델 개발 구축 기상이변 건강 영향 적응 기술 개발 수집 기상이변 적응 기술 관련 교육 홍보 정책 자료 시범 제작 기후 변화 건강 영향 평가 예측 시스템 보완 기후 변화 따르다 기상이변 오존 자외선 인하다 건강 영향 평가 오존 자외선 건강 영향 평가 모델 개발 구축 오존 자외선 건강 영향 적응 기술 개발 수집 오존 자외선 적응 기술 관련 교육 홍보 정책 자료 시범 제작 기후 변화 건강 영향 평가 예측 시스템 보완 기후 변화 건강 영향 정책 지원 시스템 시스템 요구 분석 통합 구축 정책 지원 시스템 설계안 도출 건강 영향 평가 예측 툴 박스 구축 건강 영향 적응 저감 툴 박스 구축 건강 영향 정책 지원 기능 개발 정책 지원 시스템 구축 정책 지원 시스템 시범 운영 개선 	0.99952032517818
92	a92	기후변화정책포럼 2015	2	장 포럼 개요 포럼 목적 포럼 구성 포럼 운영 장 국제 탄소 메커니즘 서론 새롭다 메커니즘 도입 한국 기여 기후 체제 고려 신규 시장 메커니즘 발전 방향 21차 당사국 총회 결과 장 기후 기술 산업 서론 기후 기술 산업 정책 동향 국내외 정책 기술 개발 동향 기후 기술 산업 발전 위하다 정책 방향제 장 기후 재정 의제 체제 기후 재정 기후 변화 대응 위하다 국제 사회 지원 현황 지속 가능 발전 위하다 개발 기후 재정 수요 전망 지속 가능 발전 위하다 재원 마련 방 장 기후 변화 적응 체계 기업 기후 변화 적응 체계 기초 지자체 기후 변화 적응 도구 참고 문헌 부록 우리 나라 기술 개발 동향 주요 결과 기후 변화 최근 전 세계 관심 받다 사회 화두 급부상 있다 기후 변화 정책 국내외 빠르다 변화 양상 보이다 있다 감축 적응 국제 탄소 메커니즘 등 기후 변화 직접 관련 가지다 있다 이슈 재정 기술 산업 등 다양 영역 걸치다 이슈 밀접 연관 지니다 그러다 보다 간 정보 공유 조차 어려움 있다 이해 가지다 다양하다 주체 간 복잡하다 얽히다 있다 역학 관계 인하다 정책 시행 넘다 형성 과정 많다 어려움 직면 기후 변화 관련 최신 정보 공유 것 중요 주요 정책 현안 대하다 이해 당사자 이해 공유 바탕 정책 대하다 사회 수용성 도모 것 필요 이 보다 포럼 정부 산업 학계 연구 시민 단체 등 각계각층 전문가 간 기후 변화 정책 관련 최신 정보 공유 정책 현안 공론 상호 이해 도모 향후 정부 기후 변화 정책 중요 다루다 하다 정책 아젠다 발굴 것 목적 기획 금년 포럼 기후 변화 대하다 인식 증대 중요 강조 있다 기후 변화 적응 체계 국내 수립 영향 급격하다 관심 받다 있다 국제 탄소 메커니즘 녹색 기후 기금 운영 본격 따르다 기후 재원 문제 정부 기후 에너지 관련 산업 육성 발표 집중 관심 필요 기후 산업 기술 등 4개 주제 대하다 집중 다루다 포럼 통하다 기후 변화 적응 체계 국제 탄소 메커니즘 기후 기술 산업 기후 재정 등 관하다 심층 논의 진행 주제 전문가 원고 청탁 이 바탕 포럼 자료집 작성 포럼 자료집 5개 장 구성 장 구성 운영 등 포럼 개요 대하다 설명 2장 5장 국제 탄소 메커니즘 기후 기술 산업 기후 재정 기후 변화 적응 체계 등 4개 주제 대하다 기술 이 더하다 부록 7차 포럼 8차 포럼 다루다 탄소 포집 저장 기술 관련 국내 현황 21차 기후 변화 협약 당사국 총회 결과 대하다 포럼 발표 자료 담다 보다 자료집 정부 정책 사결 정자 공유 한편 관계 기관 배포 효과 사회 수용성 높다 기후 변화 정책 형성 기여 하다 	0.511084338592002
93	a93	A  Study on Policy Directions for the Water-Food-Energy Nexus (I): Water-Energy Nexus	1	1970년 관심 높다 지다 시작 자원 희소성 문제 경제 성장 지속 가능 발전 있다 중요 주제 다루다 지다 오다 자원 간 상호 존성 대하다 이해 그러하다 관계 고려 않다 해당 자원 관련 희소성 이슈 근본 해결 수 없다 인식 기반 등장 것 최근 관심 높다 지다 있다 넥서스 접근 넥서스 접근 넥서스 구성 시스템 대표 물 에너지 식량 간 연관 기초 다양 기술 운영 기법 통하다 해당 자원 희소성 여타 지속 가능 제고 접근 의미 일반 넥서스 구성 시스템 동일하다 사업 주체 의사 결정 체계 하 있다 않다 다양하다 장점 불구하다 넥서스 접근 실제 적용 가능 그것 가능 하다 일련 조정 관련 관련 제도 정책 지원 여부 따르다 크다 달라지다 보다 연구 물 에너지 넥서스 중심 자원 간 상호 존성 이 기초 다양하다 넥서스 접근 가능 개발 한편 이 실제 적용 위하다 필요 다양하다 정책 방향 모색 	0.999064315586917
94	a94	환경영향평가 사후관리 발전을 위한 실천전략 마련	3	1장 서다 론 연구 배경 목적 연구 체계 방법 선행 연구 차별 장 사후 관리 정의 외국 사후 관리 정의 우리 나라 사후 관리 정의 소결 장 사후 관리 현황 분석 고찰 선행 연구 자료 분석 가다 사후 관리 문제점 개선 방 나다 제도 개선 반영 사항 소결 법령 분석 가다 주요 변천 과정 나 사후 관리 흐름 단계 분석 소결 운영 현황 분석 가다 실무 프로세스 분석 나 관계자 면담 소결 사후 관리 운영 상황 진단 장 사후 관리 발전 전략 목표 설정 전략 크다 틀 세부 전략 가다 검증 보정 기능 정상 나 협의 내용 관리 체계 합리 관계자 역량 강화 소통 기능 향상 말다 환류 기능 도입 바 법 기반 정비 사다 기타 필요 연구 장기 전략 유형 구분 가다 제 나 운영 방 지원 기능 주체 주요 역할 사후 관리 발전 전략 로드맵 장 결 참고 문헌 부 록 부록 외국 환경 평가 사후 관리 정의 부록 사후 관리 관련 선행 연구 부록 법령 단계 분석 부록 사후 관리 실무 프로세스 분석 결과 도출 문제점 부록 사후 관리 발전 전략 로드맵 	0.607992959944905
95	a95	사후환경영향조사서 검토 업무 매뉴얼 개발 연구	3	1장 서다 론 연구 배경 목적 연구 내용 추진 체계 장 사후 환경 영향 조사 검토 업무 매뉴얼 개발 사후 관리 제도 현황 가다 사후 관리 관련 법 근거 나 사후 관리 절차 사후 환경 영향 조사 검토 업무 매뉴얼 개발 방향 가다 절차 방법 나 활용 대상 기대 효과 구성 활용 방법 사후 환경 영향 조사 검토 업무 매뉴얼 가다 검토 절차 나 검토 사항 보고서 기본 요거 검토 사후 환경 영향 조사서 기본 요거 검토 보고서 내용 검토 조사 적정 사업 인하다 환경 영향 발생 여부 검토 검토 내용 보고서 기본 요거 검토 보고서 내용 검토 사업 유형 주요 검토 항목 총괄 표 주요 검토 항목 말다 중점 검토 착안 사항 항목 주요 검토 사항 사업 유형 주요 검토 사항 바 항목 검토 사항 동 식물상 대기 기상 악취 포함 수질 해양 환경 토양 지형 지질 친환경 자원 순환 소음 진동 사다 사업 유형 검토 사항 도시 개발 사업 산업 입지 산업단지 조성 사업 에너지 개발 사업 항만 건설 사업 도로 건설 사업 수자원 개발 사업 철도 건설 사업 공항 건설 사업 하천 이용 개발 사업 개간 공유 수면 매립 사업 관광 단지 개발 사업 산지 개발 사업 특정 지역 개발 사업 체육 시설 설치 사업 폐기물 처리 시설 분뇨 처리 시설 가축 분뇨 처리 시설 설치 국방 군사 시설 설치 사업 토석 모래 자갈 광물 등 채취 사업 장 결론 향후 과제 결론 향후 과제 환경영향평가 사후 관리 지표 지수 개발 나 사후 관리 정보 시스템 구축 사후 관리 교육 훈련 프로그램 운영 참고 문헌 환경 기준 조사 항목 조사 기준 환경영향평가 사후 관리 환경영향평가 협의 이후 사업 인하다 환경 변화 그 대하다 영향 여부 조사 위하다 것 협의 내용 이행 여부 관리 환경 변화 대하다 조사 포함 개념 환경영향평가 사후 관리 환경영향평가 대하다 실질 효과 검증 위하다 수단 사용 수 있다 이 통하다 사업 인하다 주변 지역 영향 정도 파악 환경영향평가 과정 파악 못하다 환경 피해 최소 수 있다 최근 환경영향평가 사후 관리 대하다 관심 증가 사후 환경 영향 조사 제출 시기 조정 사후 환경 영향 조사 검토 신규 검토 기관 지정 등 환경영향평가 법 개정 사후 환경 영향 조사 작성 가이드라인 배포 등 사후 관리 제도 대하다 개선 조치 이루다 지다 있다 이 따르다 환경영향평가 사후 관리 철저 이행 환류 과정 포함 과정 환경영향평가 필요 강하다 대두 있다 보다 연구 이 같다 변화 환경 대응 위하다 환경영향평가 시 수립 사후 환경 영향 조사 계획 대하다 사업 유형 분석 기 검토 의견 분석 선행 연구 분석 실시 이 통하다 사후 환경 영향 조사서 전문 검토 업무 매뉴얼 개발 매뉴얼 검토 절차 공통 검토 내용 방향 항목 검토 사항 사업 유형 검토 사항 등 구성 있다 사후 환경 영향 조사서 검토 절차 기본 요건 확인 보고서 기본 요거 검토 단계 사업 시행 인하다 환경 영향 발생 여부 검토 보고서 내용 평가 단계 단계 절차 이원화 있다 매뉴얼 활용 용이하다 하다 수 있다 항목 사업 유형 검토 사항 체크 리스트 제시 	0.885462989030995
96	a96	국책 송도국제도시 건설사업의 사후환경관리 성과 분석 및 평가	3	1장 서다 론 연구 배경 목적 연구 범위 방법 연구 주요 내용 장 송도 국제 도시 건설 사업 개요 주요 환경 이슈 송도 국제 도시 건설 사업 개요 송도 국제 도시 개요 나 송도 국제 도시 단계 개발 계획 송도 국제 도시 건설 사업 주요 환경 이슈 갯벌 매립 따르다 육상 생태 이동성 조류 영향 나 갯벌 매립 따르다 해양 생태 저서 동물 영향 장 송도 국제 도시 건설 사업 환경영향평가 추진 경과 환경영향평가 추진 경과 환경영향평가 주요 추진 경과 사후 환경 영향 결과 조사 통보 주요 추진 과제 장 송도 국제 도시 건설 사업 환경영향평가 단계 분석 보다 장 구성 체계 환경영향평가 단계 공구 공구 사후 환경 영향 조사 단계 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 나 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 다 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 라 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 1마 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 1바 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 1차 송도 국제 도시 조성 사업 환경 영향 조사 단계 결과 보고서 환경 영향 평가서 등 환경부 협의 의견 주요 사항 시사점 소결 가다 조류 나 저서 동물 장 송도 국제 도시 건설 사업 주요 환경 이슈 사후 환경 관리 성과 분석 평가 갯벌 매립 따르다 육상 생태 조류 변화 성과 분석 가다 송도 지역 10년 간 2014년 조류 장기 변화 나 사후 환경 관리 성과 분석 평가 갯벌 매립 따르다 해양 생태 저서 동물 변화 성과 분석 가다 송도 갯벌 주변 환경 변화 나 송도 갯벌 주변 저서 동물 군집 변화 사후 환경 관리 성과 분석 평가 장 향후 유사 갯벌 매립 사업 추진 씨 고려 사항 조사 부문 가다 조류 나 저서 동물 조사 결과 대하다 분석 평가 조류 나 저서 동물 장 결론 시사점 결론 시사점 연구 한계점 참고 문헌 	0.999601853781092
